Id,Category
2998,0
2999,3
3000,6
3001,5
3002,7
3003,5
3004,2
3005,9
3006,4
3007,2
3008,9
3009,9
3010,9
3011,2
3012,9
3013,1
3014,5
3015,9
3016,0
3017,8
3018,5
3019,5
3020,5
3021,8
3022,2
3023,9
3024,2
3025,9
3026,4
3027,9
3028,0
3029,0
3030,2
3031,6
3032,0
3033,2
3034,7
3035,2
3036,8
3037,5
3038,4
3039,5
3040,2
3041,4
3042,10
3043,7
3044,9
3045,8
3046,2
3047,10
3048,2
3049,3
3050,1
3051,3
3052,5
3053,2
3054,10
3055,9
3056,5
3057,6
3058,0
3059,5
3060,8
3061,8
3062,3
3063,8
3064,5
3065,5
3066,6
3067,6
3068,10
3069,9
3070,9
3071,6
3072,9
3073,1
3074,3
3075,4
3076,8
3077,5
3078,9
3079,1
3080,6
3081,1
3082,9
3083,4
3084,8
3085,7
3086,3
3087,8
3088,2
3089,4
3090,4
3091,2
3092,8
3093,0
3094,9
3095,4
3096,6
3097,4
3098,8
3099,2
3100,4
3101,2
3102,9
3103,0
3104,9
3105,2
3106,9
3107,9
3108,5
3109,10
3110,3
3111,8
3112,8
3113,1
3114,10
3115,4
3116,5
3117,3
3118,8
3119,1
3120,3
3121,0
3122,5
3123,0
3124,3
3125,2
3126,4
3127,3
3128,3
3129,4
3130,5
3131,10
3132,2
3133,9
3134,2
3135,9
3136,9
3137,2
3138,2
3139,6
3140,3
3141,2
3142,9
3143,3
3144,6
3145,5
3146,10
3147,9
3148,3
3149,2
3150,8
3151,2
3152,9
3153,2
3154,5
3155,8
3156,5
3157,2
3158,10
3159,5
3160,2
3161,9
3162,8
3163,8
3164,9
3165,4
3166,0
3167,3
3168,10
3169,9
3170,6
3171,9
3172,2
3173,0
3174,8
3175,5
3176,6
3177,10
3178,8
3179,4
3180,3
3181,4
3182,10
3183,3
3184,8
3185,8
3186,6
3187,4
3188,5
3189,4
3190,4
3191,6
3192,2
3193,3
3194,1
3195,2
3196,6
3197,5
3198,9
3199,4
3200,9
3201,9
3202,2
3203,5
3204,5
3205,2
3206,6
3207,0
3208,8
3209,6
3210,4
3211,9
3212,0
3213,6
3214,2
3215,9
3216,0
3217,8
3218,4
3219,4
3220,0
3221,1
3222,10
3223,10
3224,4
3225,1
3226,5
3227,8
3228,0
3229,9
3230,2
3231,9
3232,3
3233,8
3234,5
3235,8
3236,10
3237,5
3238,4
3239,5
3240,2
3241,5
3242,0
3243,2
3244,7
3245,9
3246,0
3247,9
3248,9
3249,10
3250,8
3251,3
3252,4
3253,2
3254,8
3255,4
3256,1
3257,5
3258,0
3259,10
3260,2
3261,4
3262,9
3263,5
3264,3
3265,5
3266,4
3267,5
3268,2
3269,9
3270,9
3271,5
3272,3
3273,9
3274,9
3275,2
3276,5
3277,2
3278,3
3279,5
3280,0
3281,1
3282,0
3283,2
3284,2
3285,9
3286,5
3287,0
3288,9
3289,0
3290,1
3291,1
3292,9
3293,0
3294,9
3295,4
3296,9
3297,10
3298,9
3299,8
3300,2
3301,0
3302,2
3303,5
3304,2
3305,5
3306,9
3307,2
3308,9
3309,6
3310,9
3311,5
3312,0
3313,2
3314,2
3315,2
3316,6
3317,0
3318,4
3319,10
3320,6
3321,2
3322,1
3323,0
3324,3
3325,2
3326,3
3327,2
3328,4
3329,6
3330,2
3331,8
3332,9
3333,9
3334,10
3335,6
3336,2
3337,4
3338,0
3339,3
3340,9
3341,3
3342,4
3343,5
3344,10
3345,0
3346,2
3347,4
